time,TRGW_2_2_15,TRGW_2_2_9,TRGW_2_3_8,TRGW_2_9_1,TRGW_2_13_10,TRGW_2_15_16,TRGW_2_21_10,TRGW_2_22_15,TRGW_2_24_4,TRGW_2_26_6,TRGW_2_29_15,TRGW_2_33_7,TRGW_2_34_10,TRGW_0_2_15,TRGW_0_2_9,TRGW_0_3_8,TRGW_0_9_1,TRGW_0_13_10,TRGW_0_15_16,TRGW_0_21_10,TRGW_0_22_15,TRGW_0_24_4,TRGW_0_26_6,TRGW_0_29_15,TRGW_0_33_7,TRGW_0_34_10
1.000000000000,34.41800490704305,34.74413665778896,34.78420770050563,35.13384000276685,34.36464717101427,34.20699450426824,34.24991591532639,34.09118262004238,34.47800940882971,34.30950872016389,34.00266266151018,34.07383042462895,33.95546787647665,34.35753018773093,34.75022190862505,34.79030507470657,35.14008117795595,34.37057195775102,34.21246792108085,34.25581740654393,34.04716193604948,34.48403394581040,34.31543135935593,33.95981487826101,34.07963678536625,33.96124171509263
32.00000000000,34.49856680211671,34.84311894698402,34.88499331529093,35.23593348125436,34.48704233703644,34.31323349689169,34.37715620984957,34.19901729693895,34.60467421802465,34.45185421753668,34.09594607498438,34.19186385064566,34.07240503509072,34.42718457987232,34.84933237901924,34.89117081507217,35.24219911483846,34.49238397012002,34.31852553685156,34.38234587907407,34.14004601325760,34.60998918514019,34.45660039152126,34.04089565134202,34.19724913376691,34.07780127296560
61.00000000000,34.57045889488480,34.94216661977575,34.98674735002377,35.34834388805622,34.58913437717125,34.39720869158857,34.48338985969420,34.27924519326859,34.72559591521033,34.56983751570075,34.17077055457482,34.28735034428995,34.15408071180478,34.48880512230455,34.94877553828570,34.99328630380087,35.35464998491594,34.59544544438216,34.40344950297259,34.48955268444092,34.20976498429167,34.73140476632420,34.57562242294149,34.10604139289757,34.29377286717876,34.16090419276771
92.00000000000,34.61481968548012,35.01444153300387,35.06220479919212,35.44601234477751,34.64501580147475,34.43863733948077,34.54135199744338,34.31721334852469,34.80764333271595,34.63803963332455,34.20803165518039,34.33783719894600,34.18981045472106,34.52662487196973,35.02158877711140,35.06927388077272,35.45251287242626,34.65244645912503,34.44575464213036,34.54870135830787,34.24289426125347,34.81439678126144,34.64509364040916,34.13853711162621,34.34532527780001,34.19770427286563
122.0000000000,34.61197818958509,35.02658924031343,35.07652731335894,35.48476111742772,34.63116806373056,34.42139493787319,34.52655395513911,34.29800044267039,34.81362921716462,34.62646953739806,34.19316789719004,34.32174612023404,34.16519464692276,34.52381094016648,35.03411316419124,35.08400165817716,35.49157690217930,34.63931078236937,34.42892516748763,34.53470785928860,34.22641104859505,34.82126481886711,34.63453614422558,34.12561854208542,34.32983905282671,34.17351914632179
153.0000000000,34.56046722348542,34.97275032703262,35.02326974418784,35.45107684589634,34.54812658887428,34.34697807017015,34.43959995062238,34.22358521737595,34.73813462922935,34.53487456331868,34.12723012994109,34.24075237708714,34.08473994831907,34.47921799646895,34.98032969964925,35.03085271300890,35.45819202201484,34.55640741812024,34.35435338988497,34.44798952792331,34.16211156227456,34.74631349321654,34.54341027851657,34.06825956622355,34.24883450785408,34.09279260873400
183.0000000000,34.47582601097562,34.86699193507250,34.91597730617102,35.34909552667233,34.42179045046547,34.23945426312055,34.30749838033783,34.11792646629289,34.60214063846266,34.39053742577543,34.03167823854440,34.12019073492143,33.97382213123347,34.40628307558762,34.87431870440084,34.92337497711222,35.35645909028236,34.42959218927690,34.24616894031897,34.31547099092383,34.07061195727160,34.61037257321847,34.39890283787661,33.98506035419862,34.12768017117421,33.98100196425563
214.0000000000,34.37647477350357,34.73201437205090,34.77764225168334,35.20051607888499,34.27988462844931,34.12214838279753,34.15946290266776,34.00382219573239,34.43576948586831,34.22548315052632,33.92697211310151,33.98695922019478,33.85721819198518,34.32092994018810,34.73878595771057,34.78454074013867,35.20789903876572,34.28671008350603,34.12786674332507,34.16647225180198,33.97162090689196,34.44347876601145,34.23302531486804,33.89375785758774,33.99340258816275,33.86315549186476
245.0000000000,34.29142823207209,34.60677846520191,34.64803375719985,35.04604200588797,34.16307847639671,34.02874253210684,34.03776210508905,33.91376438212847,34.28608731348609,34.08575821517937,33.84352007397319,33.87873413414611,33.76729740335281,34.24815026573027,34.61290259444299,34.65431528758714,35.05326545109472,34.16880917549633,34.03350096388586,34.04364318188673,33.89338164503061,34.29295319709215,34.09220170311060,33.82089303066250,33.88409190486561,33.77209690341388
275.0000000000,34.24365476302196,34.52619538112349,34.56335252862053,34.92947128428820,34.09901772860228,33.98068330926851,33.97053274068252,33.86777098919829,34.19071969849745,34.00415420537259,33.80117381932757,33.82130911091013,33.72395309130577,34.20768796305424,34.53178998903984,34.56910013845554,34.93640151521615,34.10395618352743,33.98490641792323,33.97556136781530,33.85356834569007,34.19676895963546,34.00966557655739,33.78405805783383,33.82594751389050,33.72812536801833
306.0000000000,34.24372265081048,34.50745884807404,34.54167893097370,34.87607802208307,34.10542766755945,33.99275998741353,33.97685132673076,33.88131790440567,34.17253655050270,34.00324712773062,33.81276799076180,33.83017597196588,33.74205120269967,34.20839282068937,34.51271099936540,34.54704316119363,34.88258698296546,34.10976963166198,33.99673090833216,33.98118287137930,33.86538840375235,34.17774827047035,34.00783462610160,33.79436037463555,33.83436337998226,33.74592757864423
336.0000000000,34.29150882885336,34.55509685036324,34.58833371080473,34.89981167267007,34.18173141960936,34.06238687383482,34.05658848368516,33.95137581154297,34.23781663078130,34.08516256481708,33.87554792601276,33.90455026072028,33.81789018527055,34.24990417813484,34.56029176692060,34.59357963236251,34.90595177993885,34.18587670214814,34.06648878251671,34.06062060492170,33.92617518891699,34.24241451162369,34.08914404201995,33.84929155131226,33.90868019054363,33.82195600013456
367.0000000000,34.37543411183363,34.65740835055739,34.69176245035555,34.99193138656848,34.30963023435768,34.17196361213111,34.19021712980591,34.05966427805014,34.37110580961046,34.23045326145228,33.97265675091614,34.02656082176604,33.93163023044874,34.32212389012022,34.66281835384256,34.69715645031112,34.99780290214522,34.31410111318679,34.17662009987269,34.19449318669160,34.01999458888149,34.37550852956655,34.23440996800123,33.93402164557349,34.03114293445316,33.93641168738120
398.0000000000,34.46967271055695,34.78230667378444,34.81944249975004,35.12295932273670,34.45016442348746,34.28913983629724,34.33749761400479,34.17458721762689,34.53094703843906,34.39427685274278,34.07633272488825,34.15898505416166,34.04987546719603,34.40286116351456,34.78813866258630,34.82520557746611,35.12871578298489,34.45534944284695,34.29453349397199,34.34244836602457,34.11934257918028,34.53562326686530,34.39875354979198,34.02415243415124,34.16434305598004,34.05560592454664
426.0000000000,34.54037584755877,34.88410990546430,34.92458633089804,35.24396448332327,34.55396838855756,34.37302429679424,34.44721361189256,34.25638444395133,34.66073482527133,34.51941848795284,34.15051566499191,34.25566397030513,34.13190809990019,34.46317266635523,34.89038078583636,34.93076017103051,35.24970585308710,34.55998790390912,34.37909592323009,34.45301813478720,34.18995709140541,34.66596797292220,34.52470894495695,34.08844629144545,34.26182841936134,34.13852788740486
457.0000000000,34.57820171870667,34.94908236426536,34.99298930541480,35.33798646078475,34.60628928221742,34.41141335104859,34.50330880985829,34.29281826731371,34.74268567291055,34.58870232034968,34.18402374837559,34.30348112128877,34.16535930792365,34.49510622426634,34.95580127968579,34.99961977419423,35.34393292618242,34.61318730034768,34.41808498683272,34.51007654244479,34.22141687719652,34.74879619687374,34.59510639078205,34.11742003753903,34.31043139600373,34.17269183164284
487.0000000000,34.56594761666835,34.94841194420026,34.99433776027436,35.36379869173795,34.58407526446876,34.38692403677104,34.48123551376587,34.26712696228380,34.74073137465535,34.57079529007466,34.16177757827390,34.28074354768227,34.13509821815975,34.48404382159746,34.95536125090622,35.00124123323434,35.37003470392790,34.59151871041230,34.39377887675393,34.48865403094049,34.19919175929834,34.74763799100847,34.57809600929961,34.09793687071689,34.28809918577891,34.14265491780259
518.0000000000,34.50629927119576,34.88207236263887,34.92813287809377,35.31470191117293,34.49227661244488,34.30585322873650,34.38637056675250,34.18675529642884,34.65542043417977,34.47039446081783,34.09013125277392,34.19258395949051,34.04841892655961,34.43244777918264,34.88899374388561,34.93506938303894,35.32122801124409,34.49980065985842,34.31248170043767,34.39397523738678,34.12969663983409,34.66285736993083,34.47816975056435,34.03555860497864,34.19987606193899,34.05565133886203
548.0000000000,34.41937526671890,34.77246927473403,34.81676691089235,35.20793428332472,34.36186134791794,34.19511049078271,34.25058694799919,34.07779896067729,34.51607428416681,34.32162596381837,33.99248644260614,34.06929254538550,33.93431795161776,34.35767445856202,34.77912391930089,34.82349814101917,35.21465264892440,34.36901355165104,34.20120972292280,34.25789830709039,34.03547563263474,34.52362358455613,34.32935200700982,33.95060504326734,34.07610032834932,33.94083103769244
579.0000000000,34.32629204142182,34.64581571932258,34.68679968267976,35.06824967137482,34.22474585491275,34.08182929472574,34.10717422405251,33.96708599374554,34.35614430776858,34.16064221873630,33.89272192590033,33.94095967097540,33.82125066495875,34.27792213553597,34.65200912121622,34.69311624247634,35.07501556706976,34.23111715312580,34.08716046450778,34.11373283717048,33.93960924897782,34.36332902527910,34.16774378257475,33.86372617691351,33.94694924137352,33.82677749184408
610.0000000000,34.25675243480940,34.54232523603967,34.57949991864981,34.93987672682547,34.12471369343600,34.00224042160550,34.00197065181589,33.88998018315149,34.22692666473849,34.03905319987746,33.82266921843440,33.84861561956316,33.74505237708122,34.21868092667258,34.54802031779021,34.58533391970232,34.94652500029807,34.13017484711121,34.00684992628981,34.00758704169391,33.87276624791718,34.23339727727073,34.04518426568420,33.80268156807913,33.85374080418389,33.74968413046955
640.0000000000,34.23219757209391,34.49427101293586,34.52831387490305,34.86242479894230,34.09224557702861,33.98029351544437,33.96688524042925,33.86968916417614,34.16786658844507,33.99386461320314,33.80338184608073,33.82042475605984,33.72883518905967,34.19822584479901,34.49956444958411,34.53372717928316,34.86882872696288,34.09692866860033,33.98442550404453,33.97164751091836,33.85522231744193,34.17349063276642,33.99896021782819,33.78599944323607,33.82487903791117,33.73290494594084
671.0000000000,34.25786535075904,34.51223079701192,34.54460500959399,34.85475813628092,34.13425026405243,34.02122333921174,34.00966314878663,33.91129440431589,34.19274445821973,34.03509467020497,33.84006425622604,33.86223620087756,33.77576692013520,34.22085805068976,34.51735108254379,34.54979667262537,34.86084388588170,34.13849942227980,34.02527979556827,34.01387627190461,33.89142203660629,34.19762583102650,34.03939095474050,33.81826855396135,33.86642044953611,33.77976211617806
701.0000000000,34.32546598395462,34.59034600800319,34.62298896590202,34.91793510466800,34.23769154036487,34.11179238992973,34.11696768818056,34.00123448993908,34.29314562383393,34.14961205873922,33.92049157721934,33.96092573879921,33.87125022268081,34.27923086744682,34.59555448669504,34.62820711221652,34.92376467264831,34.24195565094146,34.11615441829461,34.12109097358906,33.96940536156527,34.29759924547803,34.15354318210211,33.88855527594269,33.96527120099427,33.87565026545345
732.0000000000,34.41846113763999,34.71042558290287,34.74538446684939,35.03980249192401,34.37694638668034,34.22923386133682,34.26243980228169,34.11672532850488,34.44628253557052,34.31013255850214,34.02430561811451,34.09240626121664,33.99123371821593,34.35905365093812,34.71596530815036,34.75087092751762,35.04543334246451,34.38173470162835,34.23425012545512,34.26701905605739,34.06933529715391,34.45074940413011,34.31429038914727,33.97893797431299,34.09736252388554,33.99648399351361
